#,Player,Pos,Team,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,AVG,TTL
169,Keelan Cole Sr.,WR,LV,10.7,11.8,4.3,4.6,8.7,14.3,1.2,-,0.6,16.7,2.6,4.4,0.7,12.7,2.2,2.6,2.3,6.3,100.4,170
170,Chris Boswell,K,PIT,9,6,8,BYE,9,8,9,4,9,14,11,7,-,1,5,-,-,7.7,100,170
170,Randy Bullock,K,FA,10,13,12,17,3,12,10,7,-,4,5,6,1,-,-,-,-,8.3,100,172
172,Jonnu Smith,TE,ATL,9.6,20.4,6.1,-,16,1.3,0.9,2.9,9.2,7.5,8,0,-,2.3,5.2,9,0.8,6.6,99.2,173
173,Laviska Shenault Jr.,WR,CAR,10.7,7.2,3.4,9.1,7.9,1.1,4.4,-,-0.1,-,-,3.7,12.8,5.1,4.4,10.8,18.6,7.1,99.1,174
174,Carolina Panthers,DST,CAR,-1,3,11,3,5,2,3,4,3,1,17,19,BYE,2,5,21,1,6.2,99,175
175,Christian Kirk,WR,JAC,0,6,-,7.9,7.8,20.6,15.7,BYE,18.3,2.7,5,1.9,0.2,1.4,3.3,7.6,-,7,98.4,176
176,Zane Gonzalez,K,SF,8,13,7,3,7,8,16,-,7,16,3,6,4,-,-,-,-,8.2,98,177
177,Cleveland Browns,DST,CLE,0,4,14,5,13,1,7,3,BYE,6,20,0,5,2,8,6,3,6.1,97,178
178,Sterling Shepard,WR,NYG,4.7,3.5,-,-,-,-,11.9,7.4,5.7,4.7,BYE,6.8,4.2,3.5,4.8,13.7,25.6,8,96.5,179
179,Jamaal Williams,RB,NO,4.2,8.3,1.7,10.5,-,3.4,17.4,12.2,-,5.5,7.6,13.3,3.6,3.8,2,-,2.6,6.9,96.1,180
180,Leonard Fournette,RB,FA,1.9,23.6,2.2,-,0,-,9.7,7.1,4.1,3,8.6,2,-,-,18.5,12.6,2.7,7.4,96,181
181,Julio Jones,WR,FA,15.7,2.4,-,3.2,-,25.7,9.7,13.7,11.4,-,3.9,-,9.4,-,-,-,-,10.6,95.1,182
182,Green Bay Packers,DST,GB,5,12,3,5,BYE,-1,6,0,6,6,4,15,10,4,6,7,6,5.9,94,183
183,Jimmy Graham,TE,FA,8.5,1.8,18,3.3,9.3,3.4,3.1,1.3,11.5,0,-,3.2,0,8.3,2.5,18.9,0.5,5.9,93.6,184
184,Jerick McKinnon,RB,KC,10.4,13.7,13.7,15.7,0.5,2.8,-0.1,9.9,12.8,4.6,-,3.2,0,0,2.2,3.2,0.6,5.8,93.2,185
185,Hayden Hurst,TE,CAR,3.8,13.2,6.1,5.1,0.8,11.7,6.8,5.4,6.2,-,0,4.8,0.9,0.7,8.1,10.7,8.8,5.8,93.1,186
186,Zach Pascal,WR,ARI,1.8,7.9,3.4,5.8,1.5,11.4,-,4.4,5.5,3.3,5.4,2.3,1.1,2.7,19.9,12.4,4.1,5.8,92.9,187
187,Tony Pollard,RB,DAL,3.2,0.9,-0.5,9.2,3.2,4,2.2,6.4,5.8,BYE,12,2.2,2.8,10.8,25.2,2,3.4,5.8,92.8,188
188,Chicago Bears,DST,CHI,3,12,4,2,6,11,11,1,4,12,BYE,-4,3,17,5,6,-1,5.8,92,189
189,Darnell Mooney,WR,CHI,3.8,9.6,1.9,4.9,1.5,3.6,4,12.9,4.3,0.3,BYE,5.4,4.3,8.7,12.5,4.1,9.3,5.7,91.1,190
190,Darius Slayton,WR,NYG,22.2,3.3,3.3,4.8,12.9,9.8,2.3,5.6,0.8,9.3,BYE,0,1.4,3.1,7.4,2.6,2.2,5.7,91,191
191,Cam Akers,RB,LAR,4.3,1.3,-,-,6.1,0,-,5.4,BYE,3.8,7.9,14.4,15.4,19.4,6.2,-,6.6,7.6,90.8,192
192,Jared Cook,TE,FA,8,7.3,2.1,-,11.2,-,9.2,11.1,1,0,0.6,0,8.8,9.7,2.9,8.2,10.3,6,90.4,193
193,San Francisco 49ers,DST,SF,4,5,12,6,-2,5,17,-2,0,7,BYE,17,2,8,-2,11,2,5.6,90,193
193,Dan Bailey,K,FA,4,3,7,7,11,1,-,4,4,8,4,10,8,0,9,3,7,5.6,90,195
195,Zack Moss,RB,IND,8.7,3.7,-,-,-,1,7.2,20.1,10.8,1.7,-,6.8,1.4,4.3,8.1,11.7,2.1,6.7,87.6,196
196,Noah Fant,TE,SEA,14.1,13.7,4.6,3.5,-,BYE,3.8,4.7,4.5,1.8,5.5,1.3,5.7,0,12.8,6.5,4.8,5.8,87.3,197
197,Mecole Hardman Jr.,WR,NYJ,0.6,5.3,14.1,8.7,5,0,7,15.6,4.8,BYE,1.6,2.3,1.5,8,7.7,4.4,0.5,5.4,87.1,198
198,Damien Harris,RB,BUF,-,-,-,10,-,3.3,7,16.2,7.1,12.1,11.4,4.7,9.5,5,-,-,-,8.6,86.3,199
199,Malcolm Brown,RB,FA,23,4.7,1.9,5.7,2.4,2.2,11.7,5.7,-,17.1,2.8,-0.1,2.7,0,1,3.5,1.8,5.4,86.1,200
200,Eric Ebron,TE,FA,1.8,4.3,11.2,-,2.3,0.9,5,10.8,8.2,3.8,9.6,5.4,6.8,5,0,10.7,-,5.7,85.8,201
201,Hunter Henry,TE,NE,7.3,8.3,5,3.9,8.3,-,2.3,3.3,3.3,9,10.8,6.7,0.5,4.1,12.5,-,-,6.1,85.3,202
202,Tyler Higbee,TE,LAR,4,23.4,6,2,1.2,5.6,-,1.4,BYE,6,2,0.6,8.4,3.4,12.7,3.4,4.1,5.6,84.2,202
202,Frank Gore,RB,FA,2.4,6.3,6.2,3.6,3,7,6,3,5.9,-,13.1,8.6,0.2,1.1,12.5,5.3,-,5.6,84.2,204
204,Rashard Higgins,WR,FA,0.9,0,-,-,9.1,7.3,11,1.4,-,4.8,6.5,1.5,15.5,12.8,7.6,-,5.5,6.5,83.9,205
205,David Moore,WR,TB,4,10.8,0.2,15.5,0,-,5.8,10.6,13.1,1.8,0.5,5.5,0.6,8.9,1.5,4.5,0.5,5.2,83.8,206
206,Raheem Mostert,RB,MIA,21.1,16.7,-,-,11.9,7.6,BYE,-,-,-,-,8.3,4.3,7,6.8,-,-,10.5,83.7,207
207,Jakobi Meyers,WR,LV,0,0.7,0,-,-,BYE,6.2,7.8,16.9,10.9,3.8,5.2,1.5,4.7,9.1,4.5,12.3,6,83.5,207
207,Dalton Schultz,TE,HOU,1.1,12.8,4.8,13.2,0.6,3.5,2.2,5.3,4.8,-,8.5,2.4,4.4,3.4,7.4,2.1,7,5.2,83.5,209
209,Rex Burkhead,RB,FA,3.2,4.9,27.8,5,-,1.4,4.7,3.1,12.7,18.6,1.2,-,-,-,-,-,-,8.3,82.6,210
210,Kendrick Bourne,WR,NE,3.4,6.7,6.3,3.3,9,4.4,0,8.1,-,2.6,-,3.4,3.5,6.2,14.6,1.6,7.6,5.4,80.7,211
211,Greg Ward,WR,PHI,3.1,0.5,12.6,3.8,8.6,3.9,10.2,1.2,BYE,3.9,0.9,0.3,11.7,2,13.5,2.7,1.2,5,80.1,212
212,Alex Smith,QB,FA,-,-,-,-,1.6,-,-,-,14,16,9.3,9.1,15.8,1.3,-,-,12.5,9.9,79.6,213
213,Joe Mixon,RB,CIN,5.1,8.6,6.5,36.1,9.4,12.9,-,-,BYE,-,-,-,-,-,-,-,-,13.1,78.6,214
214,Dallas Cowboys,DST,DAL,4,-3,0,-2,9,-3,2,13,2,BYE,5,1,1,18,15,10,6,4.9,78,214
214,Evan Engram,TE,JAC,0.9,6.5,2.2,3.5,8.5,3,4.9,7,10.8,1.5,-,10.9,3.2,1.8,4.6,7,1.7,4.9,78,216
216,Travis Fulgham,WR,FA,-,-,-,11.7,21.2,13.5,7.3,13.8,-,0.8,0.8,1.6,0,0,3,2.7,1.5,6,77.9,217
217,George Kittle,TE,SF,5.3,-,-,25.1,4.4,16.9,5.5,3.9,-,-,BYE,-,-,-,-,9.2,6.8,9.6,77.1,218
218,Denver Broncos,DST,DEN,4,5,3,6,BYE,14,2,5,3,-4,12,4,1,10,-1,3,10,4.8,77,219
219,Los Angeles Chargers,DST,LAC,11,3,4,4,3,BYE,7,3,2,1,8,9,-3,9,3,7,5,4.8,76,220
220,Hunter Renfrow,WR,LV,2.1,3.7,14.4,5.7,4.2,BYE,4.2,8.6,6,3,3.7,7.3,4.7,1.8,0.4,3.4,2.4,4.7,75.6,221
221,Dwayne Haskins,QB,FA,12.8,11.7,12.2,18.9,-,-,-,-,-,-,-,-,-,0.8,16.6,2.2,-,10.7,75.2,222
222,Jake Elliott,K,PHI,5,7,14,5,3,0,4,1,BYE,4,6,4,6,7,2,5,2,4.7,75,223
223,Alexander Mattison,RB,MIN,8,1.6,2.7,7.7,13.6,3,BYE,0.8,6.9,0.4,0.6,0.6,-,-,1.5,-,26.5,5.7,73.9,224
224,Christian McCaffrey,RB,SF,25.5,20.8,-,-,-,-,-,-,27.1,-,BYE,-,-,-,-,-,-,24.5,73.4,225
225,Josh Reynolds,WR,DET,1.7,3.3,4,2.5,4.6,10.5,11.2,4.4,-,9.4,3.2,4,2.1,0.6,0.9,7,2.9,4.5,72.3,226
226,Antonio Brown,WR,FA,-,-,-,-,-,-,-,-,3.1,6.6,5.8,1.1,-,4.9,15.3,9.5,25.8,9,72.1,227
227,Atlanta Falcons,DST,ATL,-1,3,5,0,0,7,2,6,3,BYE,5,28,4,4,2,5,-1,4.5,72,228
228,Boston Scott,RB,PHI,5.4,4.3,0.5,0.1,0.3,0.9,15.2,7.9,BYE,13.4,5,4.7,0.9,1.7,0.7,1.7,7.9,4.4,70.6,229
229,Brian Hill,RB,FA,2,2.5,14,2.3,5.4,1.4,3,6.4,2.4,-,1.8,5.5,1.8,1.5,0.7,6.1,13.6,4.4,70.4,229
229,Dallas Goedert,TE,PHI,16.1,3,0.7,-,-,-,-,1.5,BYE,3.3,13.7,13.5,6.6,4.3,3.9,3.8,-,6.4,70.4,231
231,Isaiah McKenzie,WR,IND,1.7,4.7,1,2.9,6.7,0.4,0.3,0,8.6,4.7,-,-0.1,9.1,1.2,0.8,3.1,24.5,4.3,69.6,232
232,Scott Miller,WR,ATL,7.9,1.2,8.3,14.3,0,0.6,16.9,4.2,1,0.4,0,0,-,10.8,2,0.7,1.2,4.3,69.5,233
233,Jimmy Garoppolo,QB,LV,19.3,13.2,-,-,1.1,23.5,9.5,2.8,-,-,-,-,-,-,-,-,-,11.6,69.3,234
234,James Washington,WR,NO,9.4,2.2,3.6,-,2.5,12.8,0,0,7.7,3,1.2,1.9,14,8.9,0,2,0,4.3,69.2,235
235,Tre'Quan Smith,WR,NO,0.4,8.6,4.2,17.4,0.8,BYE,5.4,4.3,7.4,0,0,1.6,10.5,6,2.5,-,-,4.9,69.1,235
235,Breshad Perriman,WR,IND,1.7,1.2,-,-,-,6.2,2.7,-,22.1,-,11.4,7.9,2.2,2.6,2.1,0.6,8.4,5.8,69.1,235
235,Jalen Guyton,WR,LAC,1.6,7.4,2.3,13.2,4.5,BYE,14.4,0.3,0.9,2.4,0.4,3.3,3.8,0.8,9.5,4.3,0,4.3,69.1,238
238,Carlos Hyde,RB,FA,8.3,3.7,2.3,-,-,-,13.6,-,-,-,15.5,2.9,1.1,6.6,12.3,2.6,-,6.9,68.9,239
239,Devontae Booker,RB,FA,5.2,0.5,3.1,0,6.7,-,1.4,4.6,12.8,20.3,1.9,0.5,5.1,1.9,1.2,1.9,1.6,4.3,68.7,240
240,Irv Smith Jr.,TE,CIN,1.1,0.3,0,0,6.4,7.5,-,1.6,13,-,2.3,-,-,12.3,3.7,17.3,3,5.3,68.5,241
241,Sony Michel,RB,FA,9.7,1.9,14,-,-,-,-,-,-,-,-,0,5.8,2.2,8.2,6.9,19.6,7.6,68.3,242
242,Damiere Byrd,WR,CAR,0,7.2,2.7,8,-,3.8,1.6,3.9,6.5,0,20.3,3.3,1.6,4.8,2.4,0.7,1.1,4.2,67.9,243
243,James White,RB,FA,5.2,-,-,5.9,-,7.3,0.3,3.5,2.4,0.8,8.3,13.7,0.1,1.8,5.5,3.7,9.1,4.8,67.6,244
244,Austin Hooper,TE,LV,1.5,2.2,2.5,9.4,5.7,5.2,-,-,-,1.1,3.3,7.3,2.4,-,10.1,7.1,9.7,5.2,67.5,245
245,New York Jets,DST,NYJ,7,4,0,8,2,6,5,-4,-1,BYE,8,9,5,-1,8,9,2,4.2,67,246
246,Matt Gay,K,IND,-,-,-,-,-,-,BYE,-,-,-,10,10,8,6,10,12,10,9.4,66,246
246,Tennessee Titans,DST,TEN,3,5,7,BYE,8,-2,6,-1,14,0,3,10,-2,8,6,-1,2,4.1,66,248
248,Dan Arnold,TE,PHI,2.1,2.6,1.1,3.9,0,0,5.7,-,1.6,3.4,6.4,1.7,18.1,8.7,5.4,0.5,4.6,4.1,65.8,249
249,Mike Glennon,QB,FA,-,-,-,-,-,-,-,-,-,-,-,18,14.1,2.4,-,14.4,16.6,13.1,65.6,250
250,Kalen Ballage,RB,FA,-,1.7,5.2,1.1,-,-,-,-,14.4,10.2,7.1,-,3.9,2,7.1,2.6,9.6,5.9,64.9,250
250,Benny Snell Jr.,RB,FA,11.3,-1.9,1.1,-,1.9,8.1,6.2,0,0.1,1.2,7.5,9.3,1,1.4,16.7,0,1,4.1,64.9,252
252,Allen Lazard,WR,NYJ,14.2,4.5,20.4,-,-,-,-,-,-,BYE,1.8,8.3,5,1.9,5.6,1.4,1.7,6.5,64.8,253
253,A.J. Green,WR,FA,5.1,2.9,3.6,0.3,0,9.6,8.2,1.9,-,0,10.1,0,0,12.2,4,6.4,0,4,64.3,254
254,Odell Beckham Jr.,WR,BAL,2.2,13.4,5.9,33.4,6.4,2.5,0,-,-,-,-,-,-,-,-,-,-,9.1,63.8,254
254,John Brown,WR,FA,13,14.2,0,4.2,-,0,-,2.1,9.9,7.2,-,-,-,-,-,-,13.2,7.1,63.8,256
256,Demarcus Robinson,WR,FA,2,2.8,0,-,0.2,6.9,0.4,12.3,7.4,-,4.4,3.6,3.9,1.3,2.7,8.9,5.8,4.2,62.6,256
256,Kyle Juszczyk,RB,SF,4.8,0.6,0.7,1.3,7.1,0.8,9.6,2.1,0.4,0.5,BYE,3.2,7.1,7.8,2.9,13.3,0.4,3.9,62.6,258
258,Randall Cobb,WR,NYJ,2.3,5.9,15.5,3.6,4.7,7.7,9.5,-,2.1,4.1,6.7,-,-,-,-,-,-,6.2,62.1,259
259,Willie Snead IV,WR,SF,12.4,2.9,0.4,2,0,3.2,-,10.6,3.7,18.4,2.3,-,-,2.9,0,2.4,-,4.7,61.2,260
260,Danny Amendola,WR,FA,8.1,2.1,1.8,5.7,-,3.1,6.2,5.4,7.9,1,-,-,6.2,6.6,2,3.7,0.6,4.3,60.4,261
261,Braxton Berrios,WR,MIA,0,11.9,12.4,0,1.3,1.8,3.5,3.4,1.3,-,0,0,3.3,4.9,0.9,12,3.6,3.8,60.3,262
262,KJ Hamler,WR,DEN,-,5.7,2.8,0,BYE,-,3.4,7.3,9,5,3.5,-0.8,2.9,20.6,0.4,0.3,-,4.6,60.1,263
263,Minnesota Vikings,DST,MIN,-4,3,3,5,6,0,BYE,3,9,10,4,5,13,0,2,0,1,3.8,60,264
264,Anthony Miller,WR,PIT,13.6,0,11,1.6,2.8,0.8,2,7.3,3.9,2.8,-,2.8,5.9,1.6,1.3,1,1.3,3.7,59.7,265
265,Tyron Johnson,WR,DAL,-,-,-,11.3,0.7,-,1,-,5,0,5.4,6.3,0.1,11.5,12.1,2.6,3.5,5,59.5,266
266,Phillip Lindsay,RB,FA,3.5,-,-,-,-,10.1,7.9,14.6,2.3,0.2,8.2,2,2.6,3.1,4.5,-,-,5.4,59,267
267,Michael Pittman Jr.,WR,IND,1,3.7,2.6,-,-,-,BYE,0.6,5.6,12.2,12.6,2.8,4.6,4.5,1.9,3.8,3,4.5,58.9,268
268,Le'Veon Bell,RB,FA,4.6,-,-,-,6.7,-,3.9,3.8,0.3,-,9.6,3.2,5.5,3.5,13.6,3.9,-,5.3,58.6,269
269,Joshua Kelley,RB,LAC,12,11.3,3.2,1.3,3.8,BYE,5.3,2.5,5.9,2.1,0.2,9.5,0.3,-,0.8,-,0,4.2,58.2,270
270,Henry Ruggs III,WR,FA,6.6,0.4,-,-,17.8,-,4.5,0.9,1,3.1,1.7,5.4,12.4,1.8,-,0.7,1.8,4.5,58.1,271
271,Salvon Ahmed,RB,MIA,-,-,-,-,-,-,BYE,-,3.8,15,7.4,-,-,-,20.7,0.3,10.8,9.7,58,272
272,Joe Flacco,QB,FA,-,-,-,0.6,13.8,6.4,-,-,21.5,-,15.4,-,-,-,-,-,-,11.6,57.8,273
273,Chris Conley,WR,SF,0.6,4.8,3.4,4.4,5.8,0.6,8.8,-,5.2,4.3,1.3,-,-0.8,0,7.3,2.7,8.7,3.8,57.1,274
274,Preston Williams,WR,FA,4.1,4.6,6.7,3.5,16.6,7.8,-,1.5,12,-,-,-,-,-,-,-,-,7.1,56.8,275
275,Duke Johnson Jr.,RB,FA,1.4,-,-,4.5,1.9,1.1,4.2,-,11.3,5.4,3.5,14,3.2,5.9,-,-,-,5.1,56.4,276
276,Jalen Reagor,WR,MIN,5.5,4.1,-,-,-,-,BYE,10.2,-,4.7,5.2,1.1,10.5,6.5,3.9,3,1.5,5.1,56.2,277
277,Trey Burton,TE,FA,-,-,-,1.6,3.3,17.9,-,7.1,0.6,2.4,8.5,10.2,1.1,0,0.8,1.8,0,4.3,55.3,278
278,Darren Fells,TE,FA,1.9,8.3,0,2.1,11.7,14.5,0,-,2.6,1.5,2.9,0,0,1.5,0,8.2,0,3.5,55.2,279
279,Sam Sloman,K,FA,8,7,6,5,6,5,6,-,-,-,-,-,-,-,-,-,12,6.9,55,280
280,Samaje Perine,RB,DEN,0,0,0,0,0,0,0.6,9.4,-,5.5,2.1,0.2,0.7,4.1,1.4,25.6,5.1,3.4,54.7,281
281,Cam Sims,WR,LV,0,0,0,1.7,0,8.2,2.2,-,11,5.4,2,0,9.2,1.3,2.6,6.3,4.3,3.4,54.2,282
282,Keke Coutee,WR,FA,-,-0.9,-,-,-,-,-,-,-,-,7,3.7,14.1,6.4,9.3,5.4,9,6.8,54,282
282,Sam Ficken,K,FA,5,8,1,18,4,0,-,-,-,-,2,-,-,-,11,5,-,6,54,282
282,Jacksonville Jaguars,DST,JAC,6,0,0,2,4,1,5,BYE,4,11,2,4,14,2,-1,-1,1,3.4,54,285
285,Brandon Allen,QB,SF,-,-,-,-,-,-,-,-,-,-,BYE,7.1,9.4,13.9,-,23.1,0.1,10.7,53.7,286
286,Kerryon Johnson,RB,FA,1.4,9.2,3,1.2,-,2,0,7.5,6.5,0.3,3.8,7.8,1.1,7.3,0,1.7,0,3.3,52.8,287
287,C.J. Beathard,QB,JAC,-,-,-,5.5,5.8,-,-,BYE,-,0,-,-,-,-,8,19.1,13.9,8.7,52.3,288
288,Gerald Everett,TE,LAC,0.7,0,3.4,5.2,9,2.7,8.8,3.2,-,2.7,2.7,1.6,4.4,0.9,2.8,1.3,2.5,3.2,51.9,289
289,Golden Tate,WR,FA,-,4.7,3.6,2,4.2,1.1,9.9,9.8,-,4.4,-,3.6,3,3.9,1.3,-,-,4.3,51.5,290
290,Sammy Watkins,WR,FA,14.5,1.1,6.2,2.3,8.4,-,-,-,-,-,-,3.8,3.5,5.2,6,0.4,-,5.1,51.4,291
291,Jakeem Grant Sr.,WR,CLE,2.5,0.2,4.8,3.6,-0.6,4.8,-,7.5,3.5,10.3,1.5,1.5,4.2,3.2,-,4.3,-,3.7,51.3,292
292,Peyton Barber,RB,FA,14.9,0.1,0.6,0.5,0,1,3.4,-,0,1.4,2.8,5.7,8.3,3.8,6.5,1,1,3.2,51,293
293,Miles Boykin,WR,PIT,3.7,3.8,0.8,2.8,0,1.1,-,8,1.1,0,0,0,9.8,1.5,6.4,1.3,10.3,3.2,50.6,294
294,Mo Alie-Cox,TE,IND,2,11.1,11,7.3,0,-,BYE,3.7,4.3,1.9,-0.4,1.9,2.3,0.9,1.4,2,0,3.3,49.4,295
295,Jordan Wilkins,RB,FA,0,4,4.5,3.1,0.1,-0.1,-,19.3,3.8,2.8,3.6,5.7,1.8,0.7,0,0,-,3.3,49.3,296
296,Cordarrelle Patterson,RB,ATL,3.1,3.3,1.3,0.5,4.5,0.9,1.2,0.5,4,10.9,-,0.8,12.3,2.6,0.7,0,1.8,3,48.4,297
297,Deebo Samuel,WR,SF,-,-,-,4.5,2.2,12,7.2,-,-,-,BYE,13.3,7.6,0.9,-,-,-,6.8,47.7,298
298,Ty Johnson,RB,FA,0,0,-,-,-,4.2,0,2.1,0,-,1.7,0.4,17.7,1.6,11.5,1.3,6.8,3.6,47.3,299
299,Jordan Reed,TE,FA,1.2,17,2.3,-,-,-,-,-,0.3,6.2,-,1.8,9.2,1.3,7.8,0,-,4.7,47.1,300
300,Quintez Cephus,WR,DET,4.3,5.4,0,0,BYE,-,-,-,3.1,1,0.9,2.7,12.3,1.6,3.6,0.9,11.1,3.6,46.9,300
300,Tyler Eifert,TE,FA,0.8,9.6,1.1,2.2,1.6,0,-,-,4.8,1.5,3.2,7.6,4.5,2.2,5.1,1.7,1,3.1,46.9,300
300,Mark Ingram II,RB,FA,2.9,13.7,3,9.7,5.7,2,-,-,-,2.9,0.2,-,2.9,0,-,-,3.9,4.3,46.9,300
300,Larry Fitzgerald,WR,FA,3.4,5,0,0.4,3.5,2.2,6.2,-,5.4,1.3,6.2,-,-,1,9.5,2.8,-,3.6,46.9,304
304,Jordan Akins,TE,CLE,9.9,5.5,2.8,4.6,-,-,-,-,1.9,0.5,8.3,0.4,1,2,5,3.9,0.9,3.6,46.7,305
305,Richard Rodgers,TE,FA,0,0,1.5,3.5,1.8,3.1,8.5,0,-,6,10.8,11.3,0,0,0,-,-,3.3,46.5,306
306,Justin Jackson,RB,FA,0.4,-,-,2.1,9.4,-,5.5,14.2,0,-,-,-,-,1.9,-,0.4,12.4,5.1,46.3,307
307,Kyle Allen,QB,BUF,-,-,-,-,9.7,17,16.9,-,2.5,-,BYE,-,-,-,-,-,-,11.5,46,308
308,Kenny Golladay,WR,FA,-,-,11.7,12.2,-,10.5,11.4,0,-,-,-,-,-,-,-,-,-,9.2,45.8,309
309,Cincinnati Bengals,DST,CIN,3,-2,7,5,3,4,-2,4,BYE,-4,5,9,3,2,8,2,-2,2.8,45,309
309,Houston Texans,DST,HOU,0,4,1,2,9,4,-2,BYE,4,5,3,16,3,-1,1,-4,0,2.8,45,311
311,Anthony Firkser,TE,NE,0.5,4.5,0,-,1.9,17.3,0.7,3.6,1.9,0.5,3.3,0,5.1,0.5,2,1.1,1.8,2.8,44.7,312
312,Donovan Peoples-Jones,WR,CLE,-,-,-,0,0,0,11.6,0,BYE,1.6,0,0,15.2,9.4,5.5,-,1.1,3.7,44.4,313
313,Michael Thomas,WR,NO,1.7,-,-,-,-,BYE,-,-,5.1,2.7,10.4,5.1,10.5,8.4,-,-,-,6.3,43.9,314
314,Las Vegas Raiders,DST,LV,0,2,3,0,4,BYE,-4,9,4,16,-2,-1,8,-4,0,3,5,2.7,43,315
315,Dawson Knox,TE,BUF,2.6,1.6,-,1.6,1.5,-,-,-,0,1.6,BYE,6.2,8.7,1.4,9.6,5.1,2.9,3.6,42.8,316
316,Chris Herndon IV,TE,FA,1.7,0.5,2.1,1.1,2.4,0,0,-1.7,0,-,9.2,0,0,0.9,4.8,9.4,12.3,2.7,42.7,317
317,Marvin Hall,WR,FA,2.6,8.4,0,0,-,0.7,0,11.3,2.8,12.1,1.6,1.6,-,-,-,1.2,-,3.5,42.3,318
318,La'Mical Perine,RB,KC,-,1.7,2.3,1.5,0,3.6,11.6,3.3,3.8,BYE,9.3,-,-,-,-,4.4,-,4.2,41.5,318
318,Zach Ertz,TE,ARI,7.8,4.2,7,2.9,0.6,3.3,-,BYE,-,-,-,-,3.1,0.8,6.9,3.3,1.6,3.8,41.5,320
320,Richie James Jr.,WR,KC,0,-,-,-,-,0,0,-,24.4,0.6,-,2.9,0,3.3,3.6,0,6.6,3.8,41.4,321
321,Collin Johnson,WR,NYG,1.4,0,0.3,0,9,0,1.3,-,0.9,0,0,15.6,8.6,3.3,0.8,-,-,2.9,41.2,322
322,Jack Doyle,TE,FA,4.9,-,0,1.2,0,6.9,-,7.8,0,-,6.6,0,1.2,4.4,1.4,5,1.7,2.9,41.1,323
323,Jacob Hollister,TE,FA,0.9,0,8.1,0,0,-,2.2,0.6,6,0.6,1.4,1.1,2,2,7.7,7.7,0.6,2.6,40.9,323
323,N'Keal Harry,WR,FA,1.9,7.2,3.6,8.1,-,0,0.6,-,-,0,4.1,-0.2,7.5,4.9,1.2,0.3,1.7,2.9,40.9,325
325,Ito Smith,RB,FA,0.6,2,0,2.7,0.6,2.5,0,-,-,-,0.5,13.5,3.4,4.5,3.3,5.1,1.6,2.9,40.3,326
326,Cameron Brate,TE,FA,0,0,0,6.3,4.4,0.3,0.8,3.5,0,9.1,2.3,3.4,-,0.9,5.4,2.7,1.1,2.5,40.2,327
327,DeeJay Dallas,RB,SEA,-,-,0,2.3,0,BYE,1.8,17.8,9.9,3.1,3.2,0,1.1,0.7,0,-,-,3.3,39.9,328
328,DaeSean Hamilton,WR,FA,1.8,0.5,0,0.9,-,0,2.6,14.2,1.2,7.3,0,0,0,1.3,0,7.7,1.8,2.5,39.3,329
329,Aldrick Rosas,K,FA,-,-,-,15,-,-,-,-,-,-,-,9,-,6,2,5,2,6.5,39,330
330,Drew Sample,TE,CIN,0.7,4.5,0.1,4.7,2.2,0,5.2,0,BYE,0.9,2.9,2,4.9,2.1,0.4,6.8,1.5,2.4,38.9,331
331,AJ Dillon,RB,GB,1.4,1.7,0,0.3,BYE,3.1,1.1,3.7,-,-,-,-,-,0,1.8,24.9,0.3,3.5,38.3,332
332,Dion Lewis,RB,FA,0.1,11.6,1,1.8,0.1,1,0.3,6.8,2.1,1.7,-,1.7,0.6,5.4,1.8,1.5,0.7,2.4,38.2,333
333,Harrison Bryant,TE,CLE,0.5,1.4,6.3,3.7,0,1.1,17.6,0.5,BYE,0,0,-0.7,0,1.8,1.9,3.7,-,2.5,37.8,334
334,Alfred Morris,RB,FA,-,-,-,-,-,-,-,2.8,7.1,3.4,-,0.8,16.5,0.7,3.9,1.3,1.2,4.2,37.7,334
334,Denzel Mims,WR,NYJ,-,-,-,-,-,-,4.2,4.2,6.2,BYE,7.1,6.7,6,-,1.8,0,1.5,4.2,37.7,336
336,Kyle Rudolph,TE,FA,2.8,0,7.1,2.7,1,4.7,-,1.2,4,4.3,2.8,6.8,0,-,-,-,-,3.1,37.4,337
337,Will Dissly,TE,SEA,0.8,0.9,0.5,1.5,7.9,BYE,3.8,1.7,2.6,1.6,1,0,2.8,8.3,0,1.7,2,2.3,37.1,338
338,Darrel Williams,RB,FA,3,1.2,0.7,0.2,3.9,10.1,0,2.6,0.3,-,2.2,0,4.3,0,0.5,7.3,0.2,2.3,36.5,339
339,Julian Edelman,WR,FA,8,17.9,2.2,3.5,-,2.3,1.3,-,-,-,-,-,-,-,-,-,-,5.9,35.2,340
340,Detroit Lions,DST,DET,1,-3,7,0,BYE,6,4,0,4,4,6,0,5,-1,-1,4,-1,2.2,35,341
341,Adam Humphries,WR,FA,4.7,10.8,4.1,-,-,12.4,1.9,0,-,-,-,-,0.9,-,-,-,-,5,34.8,342
342,Cedrick Wilson Jr.,WR,MIA,0,0,22.7,3.4,6.6,1,0,-1.1,0.6,-,0.7,-0.1,0,0,0.5,0,0.3,2.2,34.6,343
343,Jake Luton,QB,FA,-,-,-,-,-,-,-,-,22.5,9.8,2,-,-,-,-,-,-,11.4,34.3,344
